sheet,blend_key,blend_id,target_grade,seq,ratio,batch_id,weight,bloom,viscosity,t450,t620,moisture,so2,lot_no,sheet_ord,blend_month,blend_day,line,lot_ym,batch_yy,lot_year,lot_month
718,718#718@r0c0,718,140,17,0.04801657785671996,C02A251224B1,486.6,142.1,3.65,79.9,95.0,11.28,,25060151,88,7,18,A线,2506,25,2025,6
718,718#718@r0c0,718,140,18,0.04789816459443457,C02A251244A1,485.4,118.0,3.18,84.2,97.1,12.19,,25060183,88,7,18,A线,2506,25,2025,6
718,718#718@r0c0,718,140,19,0.044799684231300575,C02A251274B2,454.0,126.9,3.18,78.0,95.0,11.89,,25060239,88,7,18,A线,2506,25,2025,6
718,718#718@r0c0,718,140,20,0.04805604894414841,C02A251514A1,487.0,122.4,3.18,81.3,96.7,12.63,,25070228,88,7,18,A线,2507,25,2025,7
718,718#718@r0c0,718,140,21,0.0499309255970002,C02A250833A1,506.0,174.0,4.63,78.5,94.7,11.01,,25040304,88,7,18,A线,2504,25,2025,4
719,719#719@r0c0,719,160,1,0.04404696241430935,C02A250232A1,447.2,211.9,4.86,87.8,97.4,11.43,,25020016,89,7,19,A线,2502,25,2025,2
719,719#719@r0c0,719,160,2,0.039811677566779606,C02A250273A3,404.2,169.4,4.55,46.0,77.0,12.66,,25020140,89,7,19,A线,2502,25,2025,2
719,719#719@r0c0,719,160,3,0.04548498936254039,C02A250331E1,461.8,248.2,5.27,87.3,97.1,11.41,,25020300,89,7,19,A线,2502,25,2025,2
719,719#719@r0c0,719,160,4,0.07333937435978254,C02A250424B1,744.6,119.8,3.09,75.3,94.2,11.06,,25030057,89,7,19,A线,2503,25,2025,3
719,719#719@r0c0,719,160,5,0.04388937041998267,C02A250564A2,445.6,122.4,3.24,72.0,93.0,11.7,,25030290,89,7,19,A线,2503,25,2025,3
719,719#719@r0c0,719,160,6,0.042333149476006623,C02A250742B1,429.8,181.1,3.99,85.9,97.8,11.52,,25040131,89,7,19,A线,2504,25,2025,4
719,719#719@r0c0,719,160,7,0.0429241194547317,C02A250773A2,435.8,151.3,3.65,78.9,94.8,10.58,,25040191,89,7,19,A线,2504,25,2025,4
719,719#719@r0c0,719,160,8,0.03717201166180758,C02A250804B1,377.4,133.5,3.24,73.1,92.7,11.02,,25040254,89,7,19,A线,2504,25,2025,4
719,719#719@r0c0,719,160,9,0.04534709636750453,C02A250953A1,460.4,170.9,4.91,79.2,94.7,10.9,,25040542,89,7,19,A线,2504,25,2025,4
719,719#719@r0c0,719,160,10,0.034197462768891344,C02A250953B1,347.2,172.3,4.82,79.1,94.5,11.17,,25040544,89,7,19,A线,2504,25,2025,4
719,719#719@r0c0,719,160,11,0.028878732960365614,C02A251011D1,293.2,240.0,4.46,88.5,98.4,11.56,,25050096,89,7,19,A线,2505,25,2025,5
719,719#719@r0c0,719,160,12,0.0802143251122843,C02A251071B1,814.4,245.2,4.29,90.0,97.7,11.61,,25050185,89,7,19,A线,2505,25,2025,5
719,719#719@r0c0,719,160,13,0.04700181230793476,C02A251233A2,477.2,156.6,3.91,84.1,96.5,11.88,,25060164,89,7,19,A线,2506,25,2025,6
719,719#719@r0c0,719,160,14,0.041820975494444884,C02A251433B1,424.6,165.6,4.11,69.8,90.5,10.65,,25070122,89,7,19,A线,2507,25,2025,7
719,719#719@r0c0,719,160,15,0.08439051296194154,C02A251444B1,856.8,130.1,3.24,77.2,94.2,11.46,,25070135,89,7,19,A线,2507,25,2025,7
719,719#719@r0c0,719,160,16,0.08712867386336776,C02A251444A1,884.6,135.4,3.49,79.9,96.0,11.49,,25070134,89,7,19,A线,2507,25,2025,7
719,719#719@r0c0,719,160,17,0.08226302103853125,C02A251454B1,835.2,114.9,3.43,82.3,97.0,11.93,,25070147,89,7,19,A线,2507,25,2025,7
719,719#719@r0c0,719,160,18,0.0758411472697187,C02A251472A1,770.0,236.1,4.69,76.3,91.7,11.22,,25070169,89,7,19,A线,2507,25,2025,7
719,719#719@r0c0,719,160,19,0.023914585139074938,C02A251483A1,242.8,200.8,4.72,81.4,94.9,11.52,,25070181,89,7,19,A线,2507,25,2025,7
720,720#720@r0c0,720,140,1,0.04919555678538957,C02A250713A2,497.8,146.9,3.67,76.3,93.4,11.08,,25040083,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,2,0.04277187018223504,C02A250724B1,432.8,120.4,3.15,80.7,96.0,12.64,,25040102,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,3,0.023896114163734827,C02A250734A1,241.8,129.6,3.28,81.1,96.3,11.67,,25040119,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,4,0.02472625212475787,C02A250744B1,250.2,155.2,3.28,80.6,95.6,9.24,,25040140,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,5,0.0496699213345456,C02A250741D2,502.6,207.3,4.2,90.8,99.2,11.57,,25040127,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,6,0.052595169387674424,C02A250741D1,532.2,211.2,4.15,91.2,99.4,11.71,,25040126,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,7,0.04998616436731628,C02A250802A2,505.8,214.0,5.46,82.3,95.5,11.29,,25040246,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,8,0.04061746452148476,C02A250833B2,411.0,167.7,4.63,77.6,94.3,10.77,,25040306,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,9,0.040400047436454915,C02A250853B1,408.8,138.3,3.55,76.0,92.9,10.92,,25040346,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,10,0.039095544926275844,C02A250853A2,395.6,139.2,3.58,76.3,92.9,10.78,,25040345,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,11,0.045222753686207845,C02A250863A2,457.6,171.0,4.26,81.3,95.1,11.89,,25040361,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,12,0.04771316756927699,C02A250873A2,482.8,136.0,3.65,78.0,94.9,11.02,,25040385,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,13,0.0744357038383998,C02A251214B1,753.2,126.5,3.24,79.0,94.6,11.1,,25060134,90,7,20,A线,2506,25,2025,6
720,720#720@r0c0,720,140,14,0.06838755583666047,C02A251393A1,692.0,168.7,4.52,80.0,95.0,12.01,,25070055,90,7,20,A线,2507,25,2025,7
720,720#720@r0c0,720,140,15,0.0317033640352611,C02A251494A1,320.8,141.3,3.94,78.3,94.8,12.6,,25070198,90,7,20,A线,2507,25,2025,7
720,720#720@r0c0,720,140,16,0.04737715934695813,C02A251243B1,479.4,150.6,3.89,84.1,96.8,11.94,,25060182,90,7,20,A线,2506,25,2025,6
720,720#720@r0c0,720,140,17,0.05208127445942206,C02A250694A1,527.0,144.5,3.53,79.1,95.7,11.37,,25040047,90,7,20,A线,2504,25,2025,4
720,720#720@r0c0,720,140,18,0.08297426572320828,C02A251533A1,839.6,133.9,3.55,81.2,96.1,12.95,,25070252,90,7,20,A线,2507,25,2025,7
720,720#720@r0c0,720,140,19,0.03982685693955804,C02A251524B1,403.0,138.7,3.58,81.2,96.5,11.46,,25070243,90,7,20,A线,2507,25,2025,7
720,720#720@r0c0,720,140,20,0.05000592955686445,C02A251514A2,506.0,125.8,3.21,81.4,96.8,11.85,,25070229,90,7,20,A线,2507,25,2025,7
720,720#720@r0c0,720,140,21,0.04731786377831363,C02A251484C1,478.8,101.4,2.8,78.5,96.0,13.32,,25070185,90,7,20,A线,2507,25,2025,7
721,721#721@r0c0,721,140,1,0.037947135169357396,C02A250563A3,383.6,167.1,4.82,63.6,87.7,11.64,,25030288,91,7,21,A线,2503,25,2025,3
721,721#721@r0c0,721,140,2,0.05082700221589111,C02A250563A1,513.8,177.3,4.97,66.0,88.8,11.59,,25030286,91,7,21,A线,2503,25,2025,3
721,721#721@r0c0,721,140,3,0.048630895853118083,C02A251494B1,491.6,113.4,3.21,81.7,96.6,13.07,,25070199,91,7,21,A线,2507,25,2025,7
721,721#721@r0c0,721,140,4,0.03709639126305793,C02A250652D1,375.0,213.3,5.95,82.2,95.5,11.72,,25030455,91,7,21,A线,2503,25,2025,3
721,721#721@r0c0,721,140,5,0.047740582462804694,C02A250864A1,482.6,104.1,2.93,80.5,95.5,11.52,,25040363,91,7,21,A线,2504,25,2025,4
721,721#721@r0c0,721,140,6,0.05288461538461539,C02A250824A1,534.6,107.6,2.51,81.0,95.8,10.92,,25040289,91,7,21,A线,2504,25,2025,4
721,721#721@r0c0,721,140,7,0.040578505856283635,C02A250652C2,410.2,212.5,5.84,82.6,95.7,11.68,,25030454,91,7,21,A线,2503,25,2025,3
721,721#721@r0c0,721,140,8,0.08444127888572334,C02A251514B1,853.6,102.7,2.8,79.7,96.1,12.46,,25070230,91,7,21,A线,2507,25,2025,7
721,721#721@r0c0,721,140,9,0.05039173789173789,C02A251524A1,509.4,119.3,3.28,81.6,96.9,11.16,,25070242,91,7,21,A线,2507,25,2025,7
721,721#721@r0c0,721,140,10,0.07656695156695158,C02A251471C1,774.0,250.0,4.49,80.3,93.9,11.36,,25070167,91,7,21,A线,2507,25,2025,7
721,721#721@r0c0,721,140,11,0.030745489078822415,C02A250994B1,310.8,111.3,2.87,79.2,95.4,11.91,,25050068,91,7,21,A线,2505,25,2025,5
721,721#721@r0c0,721,140,12,0.05056980056980057,C02A250652C1,511.2,216.2,5.81,82.8,95.9,11.71,,25030453,91,7,21,A线,2503,25,2025,3
721,721#721@r0c0,721,140,13,0.04710747071858183,C02A250804A2,476.2,134.2,3.31,72.6,92.5,11.32,,25040253,91,7,21,A线,2504,25,2025,4
721,721#721@r0c0,721,140,14,0.036403925292814186,C02A250334A3,368.0,106.8,2.51,67.0,89.3,10.7,,25020315,91,7,21,A线,2502,25,2025,2
721,721#721@r0c0,721,140,15,0.07623061095283318,C02A250802A1,770.6,214.0,5.52,82.3,95.1,11.13,,25040245,91,7,21,A线,2504,25,2025,4
721,721#721@r0c0,721,140,16,0.08044476100031657,C02A251084B1,813.2,109.1,2.93,81.4,97.0,11.87,,25050211,91,7,21,A线,2505,25,2025,5
721,721#721@r0c0,721,140,17,0.037531655587211145,C02A250814B1,379.4,114.9,3.03,79.5,95.6,11.63,,25040273,91,7,21,A线,2504,25,2025,4
721,721#721@r0c0,721,140,18,0.033792339347894905,C02A251533B1,341.6,126.8,3.49,80.9,96.0,12.81,,25070253,91,7,21,A线,2507,25,2025,7
721,721#721@r0c0,721,140,19,0.08006885090218424,C02A251434A1,809.4,120.5,3.12,76.2,94.7,11.23,,25070123,91,7,21,A线,2507,25,2025,7
722,722#722@r0c0,722,140,1,0.06892952488006585,C02A251253A2,686.8,161.1,4.29,81.9,96.2,12.04,,25060198,92,7,22,A线,2506,25,2025,6
722,722#722@r0c0,722,140,2,0.050924346133001466,C02A250544A2,507.4,129.3,3.36,74.2,94.3,11.16,,25030251,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,3,0.04837511792689536,C02A250431D1,482.0,238.4,5.35,86.4,96.4,10.96,,25030066,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,4,0.052490013850137504,C02A250554A1,523.0,115.7,3.03,73.6,94.8,11.91,,25030269,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,5,0.03506694233123909,C02A250431D2,349.4,239.7,5.57,85.6,96.0,11.12,,25030067,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,6,0.07814287721552018,C02A250514A1,778.6,100.2,2.7,80.5,97.8,12.5,,25030202,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,7,0.03896103896103896,C02A250872B1,388.2,203.0,5.41,82.2,95.1,12.12,,25040380,92,7,22,A线,2504,25,2025,4
722,722#722@r0c0,722,140,8,0.07035468395592044,C02A250534D1,701.0,103.0,2.64,67.8,92.2,9.97,,25030237,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,9,0.0546779341215199,C02A250554B1,544.8,109.9,2.9,72.7,94.4,11.92,,25030270,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,10,0.05172725265460969,C02A250872C2,515.4,197.2,5.98,76.4,92.3,12.58,,25040382,92,7,22,A线,2504,25,2025,4
722,722#722@r0c0,722,140,11,0.05206848792629318,C02A250302A1,518.8,256.5,6.13,87.1,97.2,11.08,,25020217,92,7,22,A线,2502,25,2025,2
722,722#722@r0c0,722,140,12,0.07047511993416168,C02A250564B1,702.2,110.5,3.03,71.8,93.0,10.84,,25030291,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,13,0.0868343403119292,C02A251384A1,865.2,106.8,2.93,81.6,97.0,13.0,,25070043,92,7,22,A线,2507,25,2025,7
722,722#722@r0c0,722,140,14,0.06943134145607098,C02A251452A1,691.8,239.0,5.13,81.7,95.1,11.15,,25070142,92,7,22,A线,2507,25,2025,7
722,722#722@r0c0,722,140,15,0.06856821694534215,C02A251104C1,683.2,103.8,2.67,79.4,95.2,12.22,,25050239,92,7,22,A线,2505,25,2025,5
722,722#722@r0c0,722,140,16,0.0539352455890323,C02A250474C1,537.4,104.4,2.83,72.1,91.6,11.34,,25030139,92,7,22,A线,2503,25,2025,3
722,722#722@r0c0,722,140,17,0.04903751580722215,C02A250694B1,488.6,140.7,3.46,78.9,95.4,10.66,,25040048,92,7,22,A线,2504,25,2025,4
723,723#723@r0c0,723,140,1,0.08299850311195146,C02A251532B1,842.8,175.4,4.46,76.9,93.3,12.0,,25070251,93,7,23,A线,2507,25,2025,7
723,723#723@r0c0,723,140,2,0.047861025762231155,C02A250932B1,486.0,197.4,6.26,70.5,89.9,11.35,,25040502,93,7,23,A线,2504,25,2025,4
723,723#723@r0c0,723,140,3,0.07194910580634996,C02A250434B1,730.6,110.7,2.87,72.3,92.1,11.3,,25030075,93,7,23,A线,2503,25,2025,3
723,723#723@r0c0,723,140,4,0.03547230757110218,C02A250604D2,360.2,117.7,3.03,78.0,95.9,11.34,,25030366,93,7,23,A线,2503,25,2025,3
723,723#723@r0c0,723,140,5,0.05193807610493973,C02A250994A1,527.4,126.3,3.36,77.3,94.6,11.62,,25050066,93,7,23,A线,2505,25,2025,5
723,723#723@r0c0,723,140,6,0.07324903490112661,C02A251034A1,743.8,121.5,3.34,75.8,93.7,12.16,,25050144,93,7,23,A线,2505,25,2025,5
723,723#723@r0c0,723,140,7,0.07819270464035295,C02A251391D2,794.0,239.8,4.63,88.7,97.6,11.58,,25070051,93,7,23,A线,2507,25,2025,7
723,723#723@r0c0,723,140,8,0.05118963208067438,C02A250434A1,519.8,114.8,3.06,70.7,91.4,10.87,,25030073,93,7,23,A线,2503,25,2025,3
723,723#723@r0c0,723,140,9,0.0637950051209328,C02A251391E1,647.8,236.9,4.94,86.9,97.2,10.36,,25070052,93,7,23,A线,2507,25,2025,7
723,723#723@r0c0,723,140,10,0.024285038997872845,C02A251394A1,246.6,132.8,3.61,82.7,96.9,12.3,,25070057,93,7,23,A线,2507,25,2025,7
723,723#723@r0c0,723,140,11,0.03917513590167809,C02A251244C2,397.8,107.1,2.87,80.5,95.9,11.28,,25060188,93,7,23,A线,2506,25,2025,6
723,723#723@r0c0,723,140,12,0.07094461514220436,C02A251234D1,720.4,102.7,2.83,79.3,96.0,12.68,,25060170,93,7,23,A线,2506,25,2025,6
723,723#723@r0c0,723,140,13,0.050480579847159854,C02A250812B1,512.6,196.6,5.57,80.1,94.3,12.28,,25040265,93,7,23,A线,2504,25,2025,4
723,723#723@r0c0,723,140,14,0.08106830536516191,C02A251234B1,823.2,114.1,3.12,79.6,95.7,11.82,,25060167,93,7,23,A线,2506,25,2025,6
723,723#723@r0c0,723,140,15,0.08077286693453085,C02A251234B2,820.2,111.9,3.12,79.3,95.5,11.89,,25060168,93,7,23,A线,2506,25,2025,6
723,723#723@r0c0,723,140,16,0.04691562278421177,C02A251271D2,476.4,240.4,5.13,85.8,96.7,11.29,,25060230,93,7,23,A线,2506,25,2025,6
723,723#723@r0c0,723,140,17,0.04971243992751911,C02A250843A2,504.8,107.8,2.96,78.8,95.5,11.75,,25040327,93,7,23,A线,2504,25,2025,4
724,724#724@r0c0,724,180,1,0.04915217000539256,C02A250812B2,492.2,196.6,5.52,79.7,94.0,,,25040266,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,2,0.0630130420020372,C02A250812C1,631.0,194.2,5.49,79.1,93.8,,,25040267,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,3,0.07116179672052568,C02A250731C1,712.6,226.6,4.41,91.8,98.7,,,25040109,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,4,0.0432203559088458,C02A250733A3,432.8,182.2,4.46,83.5,96.6,,,25040118,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,5,0.04941181169985421,C02A250733A2,494.8,187.2,4.49,83.9,96.8,,,25040117,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,6,0.03802752201961294,C02A250732A2,380.8,212.0,4.46,90.3,98.2,,,25040111,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,7,0.05240767740518085,C02A250742C1,524.8,172.8,4.15,81.3,95.6,,,25040132,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,8,0.05274720885178454,C02A250732C2,528.2,221.6,5.02,88.7,98.1,,,25040114,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,9,0.048413189798078654,C02A250832C1,484.8,197.2,5.02,83.9,96.4,,,25040302,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,10,0.03728854181229903,C02A250993A3,373.4,164.4,4.49,73.9,92.2,,,25050065,94,7,24,A线,2505,25,2025,5
724,724#724@r0c0,724,180,11,0.049931095088777494,C02A250742C3,500.0,214.7,5.13,85.8,97.3,,,25040134,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,12,0.04653578062274062,C02A251383B1,466.0,175.4,4.63,77.4,93.5,,,25070042,94,7,24,A线,2507,25,2025,7
724,724#724@r0c0,724,180,13,0.0508697996764465,C02A250742C2,509.4,215.7,5.11,85.7,97.2,,,25040133,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,14,0.04981126046056442,C02A250792C1,498.8,186.7,5.52,72.7,91.9,,,25040228,94,7,24,A线,2504,25,2025,4
724,724#724@r0c0,724,180,15,0.0819069683836306,C02A251083A1,820.2,189.6,5.0,81.0,95.7,,,25050208,94,7,24,A线,2505,25,2025,5
724,724#724@r0c0,724,180,16,0.08526233797359643,C02A251373A1,853.8,187.2,5.15,69.1,88.2,,,25070030,94,7,24,A线,2507,25,2025,7
724,724#724@r0c0,724,180,17,0.04871277636861132,C02A251033A2,487.8,186.9,5.35,74.2,91.7,,,25050143,94,7,24,A线,2505,25,2025,5
724,724#724@r0c0,724,180,18,0.08212666520202122,C02A251052A1,822.4,198.5,4.52,89.8,98.4,,,25050165,94,7,24,A线,2505,25,2025,5
725,725#725@r0c0,725,200,1,0.08089104349045455,C02A251442A1,807.6,211.0,4.86,81.9,94.5,11.0,,25070130,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,2,0.06402371842384665,C02A251402A2,639.2,220.5,5.16,77.4,92.4,11.18,,25070069,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,3,0.05763336605300587,C02A251532A1,575.4,182.9,3.99,78.4,93.1,11.63,,25070250,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,4,0.06151966185220058,C02A251522B1,614.2,217.6,5.16,81.2,94.9,11.58,,25070239,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,5,0.048017788817884974,C02A251523B1,479.4,186.0,5.11,79.2,94.6,11.63,,25070241,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,6,0.04707626354694606,C02A251511D1,470.0,226.4,4.32,85.9,97.3,11.14,,25070223,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,7,0.0332338388188866,C02A251511D2,331.8,218.7,4.34,85.7,97.0,11.38,,25070224,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,8,0.026563032112021476,C02A251512A1,265.2,215.0,4.49,84.7,96.6,11.48,,25070225,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,9,0.08071075141729601,C02A251103A1,805.8,187.8,4.89,80.2,94.3,11.26,,25050235,95,7,25,A线,2505,25,2025,5
725,725#725@r0c0,725,200,10,0.040365391934934595,C02A250811C2,403.0,246.8,4.52,90.6,98.3,11.94,,25040260,95,7,25,A线,2504,25,2025,4
725,725#725@r0c0,725,200,11,0.04465233678559266,C02A251512B1,445.8,210.0,4.97,81.5,95.9,11.66,,25070226,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,12,0.0650053085999319,C02A251462A1,649.0,233.8,4.86,83.9,96.3,11.45,,25070156,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,13,0.08295438610549091,C02A251462B1,828.2,216.1,5.46,78.7,94.2,11.38,,25070157,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,14,0.04980067709689698,C02A251452A2,497.2,233.0,5.6,78.7,94.0,10.87,,25070143,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,15,0.04733668543039725,C02A251453A1,472.6,210.0,5.66,77.0,93.7,11.21,,25070144,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,16,0.08203289328712515,C02A251441D1,819.0,235.1,4.52,88.5,97.5,11.46,,25070129,95,7,25,A线,2507,25,2025,7
725,725#725@r0c0,725,200,17,0.03621867425228871,C02A250721C2,361.6,246.8,4.63,92.8,99.1,11.44,,25040090,95,7,25,A线,2504,25,2025,4
725,725#725@r0c0,725,200,18,0.05196418197479918,C02A250262B1,518.8,213.5,5.13,86.0,96.7,11.15,,25020101,95,7,25,A线,2502,25,2025,2
801,801#801@r0c0,801,240,1,0.555886440341473,717,2800.0,246.4,4.84,90.8,98.2,,,,96,8,1,其他,,,,
801,801#801@r0c0,801,240,2,0.14159221758983523,C02B251311B1,713.2,274.3,4.94,91.5,98.6,,,25060292,96,8,1,B线,2506,25,2025,6
801,801#801@r0c0,801,240,3,0.1431010522136192,C02B251311C1,720.8,268.6,4.97,90.7,97.9,,,25060293,96,8,1,B线,2506,25,2025,6
801,801#801@r0c0,801,240,4,0.15942028985507245,C02B251311D1,803.0,268.5,5.19,90.6,98.2,,,25060294,96,8,1,B线,2506,25,2025,6
802,802#802@r0c0,802,200,1,0.04980135081446166,C02A250272B1,501.4,203.3,5.05,75.8,92.3,,,25020132,97,8,2,A线,2502,25,2025,2
802,802#802@r0c0,802,200,2,0.07506952721493841,C02A250702B1,755.8,213.0,4.8,87.5,98.1,,,25040059,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,3,0.04942391736193882,C02A250762A1,497.6,218.7,4.43,88.0,98.0,,,25040167,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,4,0.05009932459276917,C02A250842A1,504.4,208.0,5.08,83.2,95.5,,,25040321,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,5,0.06903059197457291,C02A250851B3,695.0,227.4,4.55,90.3,98.6,,,25040335,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,6,0.02542709574890743,C02A250931D1,256.0,220.6,5.02,89.6,98.0,,,25040498,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,7,0.050675407230830354,C02A250931C3,510.2,225.0,4.91,89.5,97.9,,,25040496,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,8,0.04429876837504966,C02A250982C1,446.0,204.2,4.91,86.4,97.2,,,25050041,97,8,2,A线,2505,25,2025,5
802,802#802@r0c0,802,200,9,0.07361938816050854,C02A251362A1,741.2,218.8,5.3,73.5,90.8,,,25070019,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,10,0.06311084624553039,C02A251362B1,635.4,212.0,5.49,69.8,89.0,,,25070020,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,11,0.049344457687723484,C02A251401E1,496.8,236.5,4.43,83.0,95.3,,,25070067,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,12,0.06436233611442194,C02A251402A1,648.0,217.7,5.22,77.8,92.7,,,25070068,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,13,0.04841080651569328,C02A251502A1,487.4,231.2,5.57,74.8,92.0,,,25070211,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,14,0.07856575288041319,C02A251552A1,791.0,199.2,4.52,80.4,94.6,,,25070275,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,15,0.08047278506158125,C02A251562A1,810.2,211.2,4.49,82.5,95.5,,,25070289,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,16,0.07542709574890742,C02A251582A1,759.4,218.1,5.57,74.9,91.9,,,25070317,97,8,2,A线,2507,25,2025,7
802,802#802@r0c0,802,200,17,0.0322606277314263,C02A250951C4,324.8,219.0,5.22,89.9,98.6,,,25040536,97,8,2,A线,2504,25,2025,4
802,802#802@r0c0,802,200,18,0.020599920540325785,C02A251082B1,207.4,217.5,5.57,84.0,96.5,,,25050205,97,8,2,A线,2505,25,2025,5
803,803#803@r0c0,803,220,1,0.018082180940510815,C02A250201E1,182.8,239.8,4.89,90.4,98.6,,,25010548,98,8,3,A线,2501,25,2025,1
803,803#803@r0c0,803,220,2,0.05017112786119849,C02A250321F3,507.2,249.9,5.24,85.0,96.0,,,25020272,98,8,3,A线,2502,25,2025,2
803,803#803@r0c0,803,220,3,0.04882584525293292,C02A250341E3,493.6,245.4,5.24,84.9,96.1,,,25020330,98,8,3,A线,2502,25,2025,2
803,803#803@r0c0,803,220,4,0.049834807209132095,C02A250431C2,503.8,239.3,5.02,89.8,98.1,,,25030064,98,8,3,A线,2503,25,2025,3
803,803#803@r0c0,803,220,5,0.049320434447148204,C02A250691C3,498.6,232.2,4.61,91.0,98.9,,,25040039,98,8,3,A线,2504,25,2025,4
803,803#803@r0c0,803,220,6,0.04977545650582626,C02A250792B1,503.2,200.8,5.41,75.3,92.9,,,25040226,98,8,3,A线,2504,25,2025,4
803,803#803@r0c0,803,220,7,0.04819277108433735,C02A250801B2,487.2,236.6,4.69,89.6,98.4,,,25040239,98,8,3,A线,2504,25,2025,4
803,803#803@r0c0,803,220,8,0.04987437434466932,C02A250801B3,504.2,244.7,4.72,89.9,98.1,,,25040240,98,8,3,A线,2504,25,2025,4
803,803#803@r0c0,803,220,9,0.06204126852236533,C02A251031D1,627.2,239.3,4.72,89.4,98.1,,,25050137,98,8,3,A线,2505,25,2025,5
803,803#803@r0c0,803,220,10,0.06924248719013987,C02A251191E1,700.0,245.8,5.33,83.6,95.8,,,25060093,98,8,3,A线,2506,25,2025,6
803,803#803@r0c0,803,220,11,0.04617484717193899,C02A251241B1,466.8,246.1,4.41,90.9,98.9,,,25060172,98,8,3,A线,2506,25,2025,6
803,803#803@r0c0,803,220,12,0.04813342038103152,C02A251361D2,486.6,233.6,5.13,80.4,94.3,,,25070018,98,8,3,A线,2507,25,2025,7
803,803#803@r0c0,803,220,13,0.06775871960749402,C02A251371D1,685.0,241.7,5.0,84.5,96.0,,,25070027,98,8,3,A线,2507,25,2025,7
803,803#803@r0c0,803,220,14,0.07679981007774943,C02A251432A1,776.4,224.3,5.81,68.5,89.4,,,25070119,98,8,3,A线,2507,25,2025,7
803,803#803@r0c0,803,220,15,0.022929155043820603,C02A251501D2,231.8,243.0,4.94,83.3,95.5,,,25070210,98,8,3,A线,2507,25,2025,7
